Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,08/09/2024,"AMAZON MKTPL*RM5RF83 Amzn.com/bill WA        08/09",-44.87,DEBIT_CARD,83519.40,,
DEBIT,08/08/2024,"DOMESTIC INCOMING WIRE FEE",-15.00,FEE_TRANSACTION,83564.27,,
DEBIT,08/08/2024,"AES PLUS AES.COM VA                          08/07",-96.77,DEBIT_CARD,83579.27,,
DEBIT,08/08/2024,"STARBUCKS 800-782-728 800-782-7282 WA        08/08",-15.00,DEBIT_CARD,83676.04,,
DEBIT,08/08/2024,"TODOIST HTTPSTODOIST. CA                     08/07",-48.00,DEBIT_CARD,83691.04,,
DEBIT,08/08/2024,"ZING! CAFE  LLC CARMEL IN                    08/07",-19.16,DEBIT_CARD,83739.04,,
CREDIT,08/08/2024,"Travelers        PER INSUR                  PPD ID: 4069827007",81.62,ACH_CREDIT,83758.20,,
CREDIT,08/08/2024,"FEDWIRE CREDIT VIA: HSBC BANK USA, N.A./021001088 B/O: MORGAN STANLEY SMITH BARNEY LLC US REF: CHASE NYC/CTR/BNF=KRISTIN L DAY CARMEL IN 46032-9667 US/AC-00000000207 8 RFB=O/B HSBC USA OBI=PAYMENT DISB REF 002FC5A1D BBI=/CHGS/USD0,00/ IMAD: 0808B1Q8983C003714 TRN: 0905651221FF",3219.10,WIRE_INCOMING,83676.58,,
DEBIT,08/07/2024,"Online Payment 21656766522 To Chad Snyder 08/07",-1000.00,BILLPAY,80457.48,,
DEBIT,08/07/2024,"LOWE'S #145 INDIANAPOLIS IN          872635  08/07",-465.00,DEBIT_CARD,81457.48,,
DEBIT,08/07/2024,"CVS/PHARMACY #01 01367 CARMEL IN     444105  08/07",-1.49,DEBIT_CARD,81922.48,,
CHECK,08/07/2024,"CHECK 4297  ",-75000.00,CHECK_PAID,81923.97,4297,
DEBIT,08/07/2024,"APPLE.COM/BILL 866-712-7753 CA               08/07",-8.99,DEBIT_CARD,156923.97,,
DEBIT,08/07/2024,"TACO BELL 3001075 CARMEL IN                  08/06",-16.00,DEBIT_CARD,156932.96,,
DEBIT,08/07/2024,"ZING! CAFE  LLC CARMEL IN                    08/06",-9.74,DEBIT_CARD,156948.96,,
DEBIT,08/06/2024,"PAYPAL           INST XFER  IKEANORTHAM IKE WEB ID: PAYPALSI77",-54.54,ACH_DEBIT,156958.70,,
DEBIT,08/06/2024,"PAYPAL           INST XFER  IKEANORTHAM IKE WEB ID: PAYPALSI77",-74.79,ACH_DEBIT,157013.24,,
DEBIT,08/06/2024,"COSTCO GAS #0347 INDIANAPOLIS IN     689101  08/06",-45.88,DEBIT_CARD,157088.03,,
DEBIT,08/06/2024,"IKEA FISHERS FISHERS IN              923930  08/06",-74.87,DEBIT_CARD,157133.91,,
DEBIT,08/06/2024,"CAPITAL ONE      CRCARDPMT  3XZ8PPW11RNY4U3 WEB ID: 9541719318",-41.00,ACH_DEBIT,157208.78,,
DEBIT,08/06/2024,"DUKEENERGY       BILL PAY   910105313273    WEB ID: DEIJPM4612",-100.53,ACH_DEBIT,157249.78,,
DEBIT,08/06/2024,"PAYPAL           RETRY PYMT GOOGLE YOUTUBE  WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,157350.31,,
DEBIT,08/06/2024,"VENMO            PAYMENT    1036106630039   WEB ID: 3264681992",-2500.00,MISC_DEBIT,157373.30,,
DEBIT,08/06/2024,"ZING! CAFE  LLC CARMEL IN                    08/05",-9.74,DEBIT_CARD,159873.30,,
DEBIT,08/06/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           08/05",-31.17,DEBIT_CARD,159883.04,,
DEBIT,08/06/2024,"APPLE.COM/BILL 866-712-7753 CA               08/06",-10.69,DEBIT_CARD,159914.21,,
DEBIT,08/06/2024,"UDEMY: ONLINE COURSE HTTPSWWW.UDEM CA        08/05",-15.99,DEBIT_CARD,159924.90,,
DEBIT,08/06/2024,"WWW.SPEEDO.COM WILMINGTON DE                 08/05",-257.12,DEBIT_CARD,159940.89,,
CREDIT,08/06/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",452.00,ACH_CREDIT,160198.01,,
DEBIT,08/05/2024,"AffirmCard       55T1 AFFRM                 PPD ID: 1842224323",-708.98,MISC_DEBIT,159746.01,,
DEBIT,08/05/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-16.99,ACH_DEBIT,160454.99,,
DEBIT,08/05/2024,"DOR ITS PAYMENTS INDORITS   8932424         CCD ID: 9207000TAX",-1881.63,ACH_DEBIT,160471.98,,
DEBIT,08/05/2024,"PELOTON* MEMBERSHIP HTTPSWWW.ONEP NY         08/04",-44.00,DEBIT_CARD,162353.61,,
DEBIT,08/05/2024,"APPLE.COM/BILL 866-712-7753 CA               08/04",-32.08,DEBIT_CARD,162397.61,,
DEBIT,08/05/2024,"SPEEDWAY  4733 W 61ST HOBART IN              08/04",-55.16,DEBIT_CARD,162429.69,,
DEBIT,08/05/2024,"MCDONALD'S F11142 MERRILLVILLE IN            08/04",-4.63,DEBIT_CARD,162484.85,,
DEBIT,08/05/2024,"SWEETGREEN SOUTHPORT WEST CHICAGO IL         08/03",-4.15,DEBIT_CARD,162489.48,,
DEBIT,08/05/2024,"NORDSTROM #0220 444 N CHICAGO IL     649280  08/03",-194.04,DEBIT_CARD,162493.63,,
DEBIT,08/05/2024,"UBER   TRIP HELP.UBER.COM CA                 08/03",-20.00,DEBIT_CARD,162687.67,,
DEBIT,08/05/2024,"PARAMOUNT+ 888-274-5343 CA                   08/03",-11.99,DEBIT_CARD,162707.67,,
DEBIT,08/05/2024,"AD CREA* AD CREA ENTER PARIS                 08/02",-29.00,DEBIT_CARD,162719.66,,
DEBIT,08/05/2024,"J. CREW #513 CHICAGO IL                      08/02",-65.06,DEBIT_CARD,162748.66,,
CREDIT,08/05/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",162.00,ACH_CREDIT,162813.72,,
CREDIT,08/05/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",452.00,ACH_CREDIT,162651.72,,
DEBIT,08/02/2024,"VICTORIA'S SECRET 0600 CHICAGO IL    689907  08/02",-49.56,DEBIT_CARD,162199.72,,
DEBIT,08/02/2024,"WALGREENS STORE 757 N CHICAGO IL     206699  08/02",-27.55,DEBIT_CARD,162249.28,,
DEBIT,08/02/2024,"NORDSTROM RACK # 1010 CHICAGO IL     031095  08/02",-402.30,DEBIT_CARD,162276.83,,
DEBIT,08/02/2024,"HAIRBRELLA HTTPSWWW.HAIR GA                  08/02",-51.50,DEBIT_CARD,162679.13,,
DEBIT,08/02/2024,"JEWELERS-MUTUAL  INSURANCE  3151524         WEB ID: 0000000160",-180.00,ACH_DEBIT,162730.63,,
DEBIT,08/02/2024,"Disney Plus 888-9057888 CA                   08/02",-11.00,DEBIT_CARD,162910.63,,
DEBIT,08/02/2024,"PROG PALOVERDE   RETRY PYMT 905147028 Krist WEB ID: 9409348039",-152.81,ACH_DEBIT,162921.63,,
DEBIT,08/02/2024,"TRAVELERS        PER INSUR                  PPD ID: 4069827003",-247.00,ACH_DEBIT,163074.44,,
DEBIT,08/02/2024,"UPGRADE, INC.    PAYMENT    62710171        WEB ID: 1812807376",-6847.56,MISC_DEBIT,163321.44,,
DEBIT,08/02/2024,"UBER   TRIP HELP.UBER.COM CA                 08/02",-20.00,DEBIT_CARD,170169.00,,
DEBIT,08/02/2024,"UBER   TRIP HELP.UBER.COM CA                 08/02",-12.60,DEBIT_CARD,170189.00,,
DEBIT,08/02/2024,"UBER   TRIP HELP.UBER.COM CA                 08/02",-21.94,DEBIT_CARD,170201.60,,
DEBIT,08/02/2024,"STARBUCKS 800-782-728 800-782-7282 WA        08/02",-15.00,DEBIT_CARD,170223.54,,
DEBIT,08/02/2024,"GOOGLE *Workspace cc@google.com CA           08/01",-9.99,DEBIT_CARD,170238.54,,
DEBIT,08/02/2024,"ZING! CAFE  LLC CARMEL IN                    08/01",-12.17,DEBIT_CARD,170248.53,,
DEBIT,08/01/2024,"Online Transfer to CHK ...9516 transaction#: 21585663050 08/01",-6500.00,ACCT_XFER,170260.70,,
DEBIT,08/01/2024,"GOOGLE *GSUITE_dayin cc@google.com CA        08/01",-30.00,DEBIT_CARD,176760.70,,
DEBIT,08/01/2024,"JETPACK 8LGSH2NPN5 HTTPSWORDPRES CA          08/01",-14.95,DEBIT_CARD,176790.70,,
DEBIT,08/01/2024,"BETTER BODIES WC MEMBER PAY                 PPD ID: 1270559068",-54.00,ACH_DEBIT,176805.65,,
DEBIT,08/01/2024,"Best Egg         PAYMENT    45315129A       WEB ID: 2832915521",-4013.45,ACH_DEBIT,176859.65,,
DEBIT,08/01/2024,"ELASTIC PMT AH   PAYMENT    000000000332456 WEB ID: 1415076109",-4450.00,ACH_DEBIT,180873.10,,
DEBIT,08/01/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           07/31",-62.35,DEBIT_CARD,185323.10,,
DEBIT,08/01/2024,"AMAZON MKTPL*RF2883C Amzn.com/bill WA        08/01",-33.53,DEBIT_CARD,185385.45,,
DEBIT,08/01/2024,"APPLE.COM/BILL 866-712-7753 CA               07/31",-10.69,DEBIT_CARD,185418.98,,
DEBIT,08/01/2024,"MCDONALD'S F33737 MOORESVILLE IN             07/31",-1.83,DEBIT_CARD,185429.67,,
DEBIT,07/31/2024,"GOOGLE *YouTube Memb g.co/helppay# CA        07/31",-4.99,DEBIT_CARD,185431.50,,
DEBIT,07/31/2024,"Credit One Bank  Payment    53394349        WEB ID: WEB000004",-973.56,ACH_DEBIT,185436.49,,
DEBIT,07/31/2024,"Credit One Bank  Payment    61447525        WEB ID: WEB000004",-1453.85,ACH_DEBIT,186410.05,,
DEBIT,07/31/2024,"VENMO            REPAYMENT  1035976982273   WEB ID: 3364681992",-4997.06,ACH_DEBIT,187863.90,,
DEBIT,07/31/2024,"CAPITAL ONE AUTO CARPAY     CP012F7BC676F28 WEB ID: 9541719806",-30923.83,ACH_DEBIT,192860.96,,
DEBIT,07/31/2024,"TST* DANNY BOY BEER W 317-339-7952 IN        07/31",-11.54,DEBIT_CARD,223784.79,,
DEBIT,07/31/2024,"APPLE.COM/BILL 866-712-7753 CA               07/31",-38.35,DEBIT_CARD,223796.33,,
DEBIT,07/31/2024,"SUR LA TABLE CARMEL IN                       07/30",-172.06,DEBIT_CARD,223834.68,,
DEBIT,07/31/2024,"FLOW WATER USA FLOWHYDRATION VA              07/30",-68.37,DEBIT_CARD,224006.74,,
CREDIT,07/31/2024,"SHOPIFY (USA) IN PAYROLL                    PPD ID: 2471039071",6227.14,ACH_CREDIT,224075.11,,
DEBIT,07/30/2024,"DOMESTIC INCOMING WIRE FEE",-15.00,FEE_TRANSACTION,217847.97,,
DEBIT,07/30/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-29.99,ACH_DEBIT,217862.97,,
DEBIT,07/30/2024,"PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77",-2586.28,ACH_DEBIT,217892.96,,
DEBIT,07/30/2024,"AFFIRM INC       AFFIRM PAY 2143356         WEB ID: 0000317218",-78.00,MISC_DEBIT,220479.24,,
DEBIT,07/30/2024,"AFFIRM INC       AFFIRM PAY 2143347         WEB ID: 0000317218",-746.01,MISC_DEBIT,220557.24,,
DEBIT,07/30/2024,"CAPITAL ONE      MOBILE PMT 3XXSJ84AR9K59MJ WEB ID: 9279744380",-1195.30,ACH_DEBIT,221303.25,,
DEBIT,07/30/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     861477  07/30",-150.21,DEBIT_CARD,222498.55,,
DEBIT,07/30/2024,"Online Payment 21562289056 To Marla Scherle 07/30",-5500.00,BILLPAY,222648.76,,
CREDIT,07/30/2024,"FEDWIRE CREDIT VIA: FIRST AMERICAN TRUST, FSB/122241255 B/O: FIRST AMERICAN TITLE INSURANCE COMP92707 REF: CHASE NYC/CTR/BNF=KRISTIN L DAY CARMEL IN 46032-9667 US/AC-00000000207 8 RFB=O/B FST AM TR CO OBI=PROCEEDS FROM SALE 12914 UNIVERSITY CRESCEN T, UNIT 3B,(317)214-6678 BBI=/ACC/D DA/207808871 KRISTIN  IMAD: 0730L1B78J1C001657 TRN: 0739711212FF",228671.98,WIRE_INCOMING,228148.76,,
DEBIT,07/29/2024,"OVERDRAFT FEE FOR A $225.00 ITEM - DETAILS: ELASTIC PMT      PAYMENT    000000000332456 WEB ID: 1415076109",-34.00,FEE_TRANSACTION,-523.22,,
DEBIT,07/29/2024,"MYOLLIE SUBSCRIPTION HTTPSMYOLLIE. NV        07/28",-239.33,DEBIT_CARD,-489.22,,
DEBIT,07/29/2024,"APPLE.COM/BILL 866-712-7753 CA               07/27",-17.10,DEBIT_CARD,-249.89,,
DEBIT,07/29/2024,"Credit One Bank  Payment    53394349        WEB ID: WEB000004",-43.00,ACH_DEBIT,-232.79,,
DEBIT,07/29/2024,"Travelers        PER INSUR                  PPD ID: 4069827007",-101.34,ACH_DEBIT,-189.79,,
DEBIT,07/26/2024,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-1.05,ACH_DEBIT,-88.45,,
DEBIT,07/26/2024,"ELASTIC PMT      PAYMENT    000000000332456 WEB ID: 1415076109",-225.00,ACH_DEBIT,-87.40,,
DEBIT,07/26/2024,"MEIJER # 256 PLAINFIELD IN                   07/25",-17.94,DEBIT_CARD,137.60,,
DEBIT,07/26/2024,"TACO BELL 29694 PLAINFIELD IN                07/25",-14.88,DEBIT_CARD,155.54,,
DEBIT,07/26/2024,"METABOLIC MEALS 636-2966325 MO               07/25",-191.31,DEBIT_CARD,170.42,,
DEBIT,07/26/2024,"AMZN Mktp US*RV6IY14 Amzn.com/bill WA        07/25",-71.80,DEBIT_CARD,361.73,,
DEBIT,07/26/2024,"AMAZON MKTPL*RV51O13 Amzn.com/bill WA        07/26",-51.35,DEBIT_CARD,433.53,,
DEBIT,07/25/2024,"CVS/PHARMACY #01 01367 CARMEL IN     051192  07/25",-20.32,DEBIT_CARD,484.88,,
DEBIT,07/25/2024,"TACO BELL 29694 PLAINFIELD IN                07/24",-3.90,DEBIT_CARD,505.20,,
DEBIT,07/25/2024,"DD DOORDASH DOORDASHG 855-431-0459 CA        07/25",-100.00,DEBIT_CARD,509.10,,
DEBIT,07/25/2024,"APPLE.COM/BILL 866-712-7753 CA               07/25",-10.69,DEBIT_CARD,609.10,,
CREDIT,07/25/2024,"Online Transfer from CHK ...9516 transaction#: 21512295039",250.00,ACCT_XFER,619.79,,
DEBIT,07/24/2024,"SPEEDWAY  6050 CAMBRID PLAINFIELD IN         07/24",-57.92,DEBIT_CARD,369.79,,
DEBIT,07/24/2024,"TST* DANNY BOY BEER W 317-339-7952 IN        07/24",-16.68,DEBIT_CARD,427.71,,
DEBIT,07/24/2024,"AMAZON MKTPL*RJ6YX2U Amzn.com/bill WA        07/24",-148.72,DEBIT_CARD,444.39,,
DEBIT,07/24/2024,"MCDONALD'S F33737 MOORESVILLE IN             07/23",-10.99,DEBIT_CARD,593.11,,
DEBIT,07/23/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     002233  07/23",-50.82,DEBIT_CARD,604.10,,
DEBIT,07/23/2024,"ENDEAVOR COMMUNI TELE BILL                  PPD ID: 1350978228",-79.99,ACH_DEBIT,654.92,,
DEBIT,07/23/2024,"AMZN Mktp US*RJ5E01M Amzn.com/bill WA        07/22",-854.93,DEBIT_CARD,734.91,,
DEBIT,07/22/2024,"PAYPAL           INST XFER  HULU            WEB ID: PAYPALSI77",-17.99,ACH_DEBIT,1589.84,,
DEBIT,07/22/2024,"AFFIRM INC       AFFIRM PAY 9184964         WEB ID: 0000317218",-79.64,MISC_DEBIT,1607.83,,
DEBIT,07/22/2024,"SP LINNACO MATARO                            07/21",-34.32,DEBIT_CARD,1687.47,,
DEBIT,07/22/2024,"OCULUS * 650-5434800 CA                      07/21",-10.69,DEBIT_CARD,1721.79,,
DEBIT,07/22/2024,"TST* DANNY BOY BEER W 317-339-7952 IN        07/22",-48.62,DEBIT_CARD,1732.48,,
DEBIT,07/22/2024,"FAZOLIS - 1626 CARMEL IN                     07/21",-10.32,DEBIT_CARD,1781.10,,
DEBIT,07/22/2024,"AMAZON MKTPL*RJ7UP51 Amzn.com/bill WA        07/22",-10.69,DEBIT_CARD,1791.42,,
DEBIT,07/22/2024,"COSTCO GAS #0347 INDIANAPOLIS IN     626510  07/21",-31.35,DEBIT_CARD,1802.11,,
DEBIT,07/22/2024,"MCDONALD'S F33737 MOORESVILLE IN             07/21",-12.00,DEBIT_CARD,1833.46,,
DEBIT,07/22/2024,"ZING! CAFE  LLC CARMEL IN                    07/20",-7.32,DEBIT_CARD,1845.46,,
DEBIT,07/22/2024,"JDF PROFILE WEB  PROFILEWEB 510002370565    WEB ID: 9304935336",-642.55,ACH_DEBIT,1852.78,,
DEBIT,07/22/2024,"TST* SAHMS ALE HOUSE VI Fishers IN           07/19",-26.91,DEBIT_CARD,2495.33,,
DEBIT,07/22/2024,"AMAZON MKTPL*RS4HO5I Amzn.com/bill WA        07/20",-96.29,DEBIT_CARD,2522.24,,
DEBIT,07/22/2024,"ZING! CAFE  LLC CARMEL IN                    07/19",-7.32,DEBIT_CARD,2618.53,,
DEBIT,07/22/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            07/19",-59.95,DEBIT_CARD,2625.85,,
DEBIT,07/19/2024,"Spectrum 855-707-7328 MO                     07/19",-99.99,DEBIT_CARD,2685.80,,
DEBIT,07/19/2024,"Credit One Bank  Payment    61447525        WEB ID: WEB000004",-49.00,ACH_DEBIT,2785.79,,
DEBIT,07/19/2024,"ACTBLUE* MAD.DOG.PAC HTTPSSECURE.A MA        07/19",-10.00,DEBIT_CARD,2834.79,,
DEBIT,07/19/2024,"WEST CLAY WINE & SPIRIT CARMEL IN            07/18",-46.00,DEBIT_CARD,2844.79,,
DEBIT,07/19/2024,"TACO BELL 039002 INDIANAPOLIS IN             07/18",-4.12,DEBIT_CARD,2890.79,,
DEBIT,07/19/2024,"METABOLIC MEALS 636-2966325 MO               07/18",-107.38,DEBIT_CARD,2894.91,,
DEBIT,07/19/2024,"APPLE.COM/BILL 866-712-7753 CA               07/19",-42.79,DEBIT_CARD,3002.29,,
DEBIT,07/19/2024,"Amazon.com*RJ47X9OT0 Amzn.com/bill WA        07/19",-177.33,DEBIT_CARD,3045.08,,
DEBIT,07/18/2024,"SERVICE FINANCE  PAYMENTS                   PPD ID: 2201934942",-200.00,ACH_DEBIT,3222.41,,
DEBIT,07/18/2024,"CRUNCHLABS - SP HTTPSWWW.CRUN CA             07/17",-320.36,DEBIT_CARD,3422.41,,
DEBIT,07/17/2024,"Online Payment 21089109012 To Marla Scherle 07/17",-500.00,BILLPAY,3742.77,,
DEBIT,07/17/2024,"UPGRADE, INC.    PAYMENT                    PPD ID: 1812807376",-334.43,MISC_DEBIT,4242.77,,
DEBIT,07/17/2024,"PADDLE.NET* CLIPDROP PADDLE.COM NY           07/17",-9.00,DEBIT_CARD,4577.20,,
DEBIT,07/17/2024,"PRINTIFY.COM HTTPSPRINTIFY DE                07/16",-29.00,DEBIT_CARD,4586.20,,
DEBIT,07/17/2024,"ACTIVE N FIT  NOW 844-646-2746 CA            07/16",86.00,DEBIT_CARD,4615.20,,
DEBIT,07/16/2024,"AFFIRM INC       AFFIRM PAY 7753812         WEB ID: 0000317218",-136.39,MISC_DEBIT,4529.20,,
DEBIT,07/16/2024,"Online Payment 21078722258 To Richard Crone 07/16",-250.00,BILLPAY,4665.59,,
DEBIT,07/16/2024,"VENMO            PAYMENT    1035682452492   WEB ID: 3264681992",-150.00,MISC_DEBIT,4915.59,,
DEBIT,07/16/2024,"EDGE UTILITIES 513-3210868 KY                07/15",-128.96,DEBIT_CARD,5065.59,,
DEBIT,07/16/2024,"MCDONALD'S F33737 MOORESVILLE IN             07/15",-14.88,DEBIT_CARD,5194.55,,
DEBIT,07/16/2024,"AMAZON MKTPL*RS43S4E Amzn.com/bill WA        07/15",-16.23,DEBIT_CARD,5209.43,,
DEBIT,07/16/2024,"CREW CARWASH  - WEBCO 866-632-5627 IN        07/14",-29.99,DEBIT_CARD,5225.66,,
DEBIT,07/16/2024,"AMAZON MKTPL*RS20M5O Amzn.com/bill WA        07/15",-22.92,DEBIT_CARD,5255.65,,
DEBIT,07/16/2024,"ACTIVE N FIT  NOW 844-646-2746 CA            07/15",38.00,DEBIT_CARD,5278.57,,
DEBIT,07/16/2024,"FORMIDABLEFORMS - DE HTTPSFORMIDAB UT        07/15",39.50,DEBIT_CARD,5240.57,,
DEBIT,07/16/2024,"ACTIVE N FIT  NOW 844-646-2746 CA            07/15",43.00,DEBIT_CARD,5201.07,,
DEBIT,07/16/2024,"FORMIDABLEFORMS - DE HTTPSFORMIDAB UT        07/15",99.50,DEBIT_CARD,5158.07,,
DEBIT,07/15/2024,"PSVJ             JPMC FEE   7334302         WEB ID: 0000408976",-1.00,ACH_DEBIT,5058.57,,
DEBIT,07/15/2024,"PSVJ             JPMC FEE   7334300         WEB ID: 0000408976",-1.00,ACH_DEBIT,5059.57,,
DEBIT,07/15/2024,"PAYPAL           INST XFER  GOOGLE GOOGLE O WEB ID: PAYPALSI77",-9.99,ACH_DEBIT,5060.57,,
DEBIT,07/15/2024,"PAYPAL           INST XFER  NETFLIX.COM     WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,5070.56,,
DEBIT,07/15/2024,"HAMILTONCOTREASR TAXPMT     7334355         WEB ID: 0000408976",-80.00,ACH_DEBIT,5093.55,,
DEBIT,07/15/2024,"HAMILTONCOTREASR TAXPMT     7334355         WEB ID: 0000408976",-804.00,ACH_DEBIT,5173.55,,
DEBIT,07/15/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     755679  07/15",-175.80,DEBIT_CARD,5977.55,,
DEBIT,07/15/2024,"CAPITAL ONE AUTO DIRECTPAY                  PPD ID: 9541719802",-875.43,ACH_DEBIT,6153.35,,
DEBIT,07/15/2024,"Online Transfer to CHK ...9516 transaction#: 21413024324 07/15",-400.00,ACCT_XFER,7028.78,,
DEBIT,07/15/2024,"SP LIFTLUXEBRA SAULT STE MAR ON              07/15",-34.99,DEBIT_CARD,7428.78,,
DEBIT,07/15/2024,"FAZOLIS - 1618 INDIANAPOLIS IN               07/14",-13.05,DEBIT_CARD,7463.77,,
DEBIT,07/15/2024,"DD DOORDASH MANEETHAI 855-973-1040 CA        07/15",-25.05,DEBIT_CARD,7476.82,,
DEBIT,07/15/2024,"MCDONALD'S F33737 MOORESVILLE IN             07/14",-8.30,DEBIT_CARD,7501.87,,
DEBIT,07/15/2024,"VALET TIPS HTTPSPARKINGM TN                  07/14",-8.65,DEBIT_CARD,7510.17,,
DEBIT,07/15/2024,"VALET TIPS HTTPSPARKINGM TN                  07/14",-12.65,DEBIT_CARD,7518.82,,
DEBIT,07/15/2024,"VALET TIPS HTTPSPARKINGM TN                  07/14",-8.65,DEBIT_CARD,7531.47,,
DEBIT,07/15/2024,"HOMEWOOD SUITES INDIANAPOLIS IN              07/13",-22.00,DEBIT_CARD,7540.12,,
DEBIT,07/15/2024,"MCDONALD'S F33737 MOORESVILLE IN             07/13",-10.03,DEBIT_CARD,7562.12,,
DEBIT,07/15/2024,"LOVE'S #0254 OUTSIDE MOORESVILLE IN          07/13",-58.62,DEBIT_CARD,7572.15,,
DEBIT,07/15/2024,"AMAZON MKTPL*RY23322 Amzn.com/bill WA        07/14",-24.06,DEBIT_CARD,7630.77,,
DEBIT,07/15/2024,"SP MODERN STANDARD. HTTPSMODERNST WA         07/13",-57.95,DEBIT_CARD,7654.83,,
DEBIT,07/15/2024,"DEPT EDUCATION   STUDENT LN                 PPD ID: 9102002505",-1111.95,ACH_DEBIT,7712.78,,
DEBIT,07/15/2024,"AMAZON MKTPL*RY4FJ46 Amzn.com/bill WA        07/13",-9.61,DEBIT_CARD,8824.73,,
DEBIT,07/15/2024,"AMAZON MKTPL*RY7IK4D Amzn.com/bill WA        07/13",-8.55,DEBIT_CARD,8834.34,,
DEBIT,07/15/2024,"SP MAUI NUI VENISON HTTPSMAUINUIV CA         07/12",-139.00,DEBIT_CARD,8842.89,,
CREDIT,07/15/2024,"SHOPIFY (USA) IN PAYROLL                    PPD ID: 2471039071",6227.15,ACH_CREDIT,8981.89,,
DEBIT,07/12/2024,"OPENAI *CHATGPT SUBS HTTPSOPENAI.C CA        07/12",-20.00,DEBIT_CARD,2754.74,,
DEBIT,07/12/2024,"AMAZON MKTPL*RY1PF5X Amzn.com/bill WA        07/12",-75.96,DEBIT_CARD,2774.74,,
DEBIT,07/12/2024,"CHICK-FIL-A #02729 MERRILLVILLE IN           07/10",-20.34,DEBIT_CARD,2850.70,,
DEBIT,07/11/2024,"Best Egg         PAYMENT                    PPD ID: 2832915521",-178.90,ACH_DEBIT,2871.04,,
DEBIT,07/11/2024,"FSP*URBAN SOCIETY SALON CARMEL IN            07/10",-242.58,DEBIT_CARD,3049.94,,
DEBIT,07/11/2024,"DD DOORDASH PAPAJOHNS 855-973-1040 CA        07/11",-35.62,DEBIT_CARD,3292.52,,
DEBIT,07/11/2024,"AMAZON MKTPL*RY97Y6A Amzn.com/bill WA        07/10",-18.18,DEBIT_CARD,3328.14,,
DEBIT,07/10/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     418696  07/10",-61.89,DEBIT_CARD,3346.32,,
DEBIT,07/10/2024,"AffirmCard       55QE AFFRM                 PPD ID: 1842224323",-661.05,MISC_DEBIT,3408.21,,
DEBIT,07/10/2024,"Online Transfer to CHK ...9516 transaction#: 21364799223 07/10",-800.00,ACCT_XFER,4069.26,,
DEBIT,07/10/2024,"SP SLOOMOO CHICAGO 917-8182982 IL            07/09",-27.56,DEBIT_CARD,4869.26,,
DEBIT,07/09/2024,"SLOOMOO INSTITUTE WWW.SLOOMOOIN IL           07/09",-132.28,DEBIT_CARD,4896.82,,
DEBIT,07/09/2024,"SP OLIPOP HTTPSOLIPOPST CA                   07/09",-32.73,DEBIT_CARD,5029.10,,
DEBIT,07/09/2024,"AffirmCard       55Q8 AFFRM                 PPD ID: 1842224323",-626.55,MISC_DEBIT,5061.83,,
DEBIT,07/09/2024,"UBER   TRIP HELP.UBER.COM CA                 07/09",-42.28,DEBIT_CARD,5688.38,,
CREDIT,07/09/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",290.00,ACH_CREDIT,5730.66,,
DEBIT,07/08/2024,"AffirmCard       55QC AFFRM                 PPD ID: 1842224323",-56.65,MISC_DEBIT,5440.66,,
DEBIT,07/08/2024,"VENMO            PAYMENT    1035519416021   WEB ID: 3264681992",-50.00,MISC_DEBIT,5497.31,,
DEBIT,07/08/2024,"CAPITAL ONE      CRCARDPMT  3XSP6HS752RT9FF WEB ID: 9541719318",-40.00,ACH_DEBIT,5547.31,,
DEBIT,07/08/2024,"DUKEENERGY       BILL PAY   910105313273    WEB ID: DEIJPM4612",-101.98,ACH_DEBIT,5587.31,,
DEBIT,07/08/2024,"CHICAGO ST* FOOD AND 187-77343767 IL         07/07",-54.58,DEBIT_CARD,5689.29,,
DEBIT,07/08/2024,"CHICAGO ST* FOOD AND 187-77343767 IL         07/07",-21.40,DEBIT_CARD,5743.87,,
DEBIT,07/08/2024,"COSTCO GAS #0347 INDIANAPOLIS IN     796469  07/07",-46.79,DEBIT_CARD,5765.27,,
DEBIT,07/08/2024,"MCDONALD'S F33737 MOORESVILLE IN             07/07",-19.00,DEBIT_CARD,5812.06,,
DEBIT,07/08/2024,"AES PLUS AES.COM VA                          07/07",-4.40,DEBIT_CARD,5831.06,,
